L-9839,Rodershausen
L-9841,Wahlhausen
L-9221,Gilsdorf
L-9352,Bettendorf
L-9353,Bettendorf
L-9354,Bettendorf
L-9355,Bettendorf
L-9356,Bettendorf
L-9357,Bettendorf
L-9359,Bettendorf
L-9364,Moestroff
L-9369,Gilsdorf
L-9370,Gilsdorf
L-9371,Gilsdorf
L-9372,Gilsdorf
L-9373,Gilsdorf
L-9374,Gilsdorf
L-9381,Moestroff
L-9382,Moestroff
L-9140,Bourscheid
L-9153,Goebelsmühle
L-9153,Dirbach
L-9163,Kehmen
L-9164,Lipperscheid
L-9164,Bourscheid-Plage
L-9164,Bourscheid-Moulin
L-9171,Michelau
L-9172,Michelau
L-9182,Scheidel
L-9183,Friedbusch
L-9183,Schlindermanderscheid
L-9191,Welscheid
L-9340,Flebour
L-9378,Closdelt
L-9378,Lipperscheid
L-9378,Flebour
L-9378,Enteschbach
L-9201,Diekirch
L-9202,Diekirch
L-9203,Diekirch
L-9205,Diekirch
L-9206,Diekirch
L-9207,Diekirch
L-9208,Diekirch
L-9209,Diekirch
L-9210,Diekirch
L-9211,Diekirch
L-9212,Diekirch
L-9213,Diekirch
L-9214,Diekirch
L-9215,Diekirch
L-9216,Diekirch
L-9217,Diekirch
L-9218,Diekirch
L-9220,Diekirch
L-9221,Diekirch
L-9224,Diekirch
L-9225,Diekirch
L-9226,Diekirch
L-9227,Diekirch
L-9228,Diekirch
L-9229,Diekirch
L-9230,Diekirch
L-9231,Diekirch
L-9232,Diekirch
L-9233,Diekirch
L-9234,Diekirch
L-9235,Diekirch
L-9236,Diekirch
L-9237,Diekirch
L-9238,Diekirch
L-9239,Diekirch
L-9240,Diekirch
L-9241,Diekirch
L-9242,Diekirch
L-9243,Diekirch
L-9244,Diekirch
L-9245,Diekirch
L-9249,Diekirch
L-9250,Diekirch
L-9251,Diekirch
L-9252,Diekirch
L-9253,Diekirch
L-9254,Diekirch
L-9255,Diekirch
L-9256,Diekirch
L-9257,Diekirch
L-9258,Diekirch
L-9259,Diekirch
L-9260,Diekirch
L-9261,Diekirch
L-9262,Diekirch
L-9263,Diekirch
L-9264,Diekirch
L-9265,Diekirch
L-9266,Diekirch
L-9267,Diekirch
L-9268,Diekirch
L-9273,Diekirch
L-9275,Diekirch
L-9276,Diekirch
L-9277,Diekirch
L-9278,Diekirch
L-9279,Diekirch
L-9280,Diekirch
L-9281,Diekirch
L-9282,Diekirch
L-9283,Diekirch
L-9284,Diekirch
L-9285,Diekirch
L-9286,Diekirch
L-9287,Diekirch
L-9288,Diekirch
L-9289,Diekirch
L-9290,Diekirch
L-9291,Diekirch
L-9292,Diekirch
L-9293,Diekirch
L-9294,Diekirch
L-9330,Diekirch
L-9370,Diekirch
L-9099,Ingeldorf
L-9142,Burden
L-9145,Erpeldange-sur-Sûre
L-9146,Erpeldange-sur-Sûre
L-9147,Ingeldorf
L-9147,Erpeldange-sur-Sûre
L-9160,Ingeldorf
L-9161,Ingeldorf
L-9172,Burden
L-9172,Erpeldange-sur-Sûre
L-9378,Erpeldange-sur-Sûre
L-7758,Grentzingen
L-9001,Ettelbruck
L-9002,Ettelbruck
L-9003,Ettelbruck
L-9004,Ettelbruck
L-9010,Ettelbruck
L-9011,Ettelbruck
L-9012,Ettelbruck
L-9013,Ettelbruck
L-9014,Ettelbruck
L-9015,Ettelbruck
L-9016,Ettelbruck
L-9017,Ettelbruck
L-9018,Warken
L-9019,Warken
L-9020,Ettelbruck
L-9021,Ettelbruck
L-9022,Ettelbruck
L-9023,Ettelbruck
L-9024,Ettelbruck
L-9025,Ettelbruck
L-9026,Ettelbruck
L-9027,Ettelbruck
L-9028,Warken
L-9029,Warken
L-9030,Warken
L-9031,Warken
L-9032,Warken
L-9033,Warken
L-9040,Ettelbruck
L-9041,Ettelbruck
L-9042,Ettelbruck
L-9043,Ettelbruck
L-9044,Ettelbruck
L-9045,Ettelbruck
L-9046,Ettelbruck
L-9047,Ettelbruck
L-9048,Ettelbruck
L-9050,Ettelbruck
L-9051,Ettelbruck
L-9052,Ettelbruck
L-9053,Ettelbruck
L-9054,Ettelbruck
L-9055,Ettelbruck
L-9056,Ettelbruck
L-9057,Ettelbruck
L-9060,Ettelbruck
L-9061,Ettelbruck
L-9062,Ettelbruck
L-9063,Ettelbruck
L-9064,Ettelbruck
L-9065,Ettelbruck
L-9066,Ettelbruck
L-9067,Ettelbruck
L-9068,Ettelbruck
L-9069,Ettelbruck
L-9070,Ettelbruck
L-9071,Ettelbruck
L-9072,Ettelbruck
L-9079,Ettelbruck
L-9080,Ettelbruck
L-9081,Ettelbruck
L-9082,Ettelbruck
L-9083,Ettelbruck
L-9084,Ettelbruck
L-9085,Ettelbruck
L-9086,Ettelbruck
L-9087,Ettelbruck
L-9088,Ettelbruck
L-9089,Ettelbruck
L-9090,Warken
L-9091,Ettelbruck
L-9092,Ettelbruck
L-9093,Ettelbruck
L-9094,Ettelbruck
L-9098,Ettelbruck
L-9045,Niederfeulen
L-9156,Niederfeulen
L-9175,Niederfeulen
L-9176,Niederfeulen
L-9177,Niederfeulen
L-9179,Oberfeulen
L-9180,Oberfeulen
L-9166,Mertzig
L-9167,Mertzig
L-9168,Mertzig
L-9169,Mertzig
L-9170,Mertzig
L-6311,Reisdorf
L-6340,Bigelbach
L-9390,Reisdorf
L-9391,Reisdorf
L-9392,Wallendorf-Pont
L-9456,Hoesdorf
L-7738,Colmar-Pont
L-7758,Birtrange
L-9115,Schieren
L-9116,Schieren
L-9117,Schieren
L-9118,Schieren
L-9119,Schieren
L-9120,Schieren
L-9121,Schieren
L-9122,Schieren
L-9123,Schieren
L-9124,Schieren
L-9125,Schieren
L-9126,Schieren
L-9127,Schieren
L-9128,Schieren
L-9129,Schieren
L-9130,Schieren
L-9131,Schieren
L-9132,Schieren
L-9133,Schieren
L-9134,Schieren
L-9135,Schieren
L-9136,Schieren
L-9137,Schieren
L-9184,Schieren
L-6380,Ermsdorf
L-6380,Medernach
L-6380,Savelborn
L-7622,Medernach
L-7633,Medernach
L-7634,Medernach
L-7660,Medernach
L-7661,Medernach
L-7662,Medernach
L-7663,Medernach
L-7664,Medernach
L-9186,Stegen
L-9364,Keiwelbach
L-9365,Eppeldorf
L-9366,Ermsdorf
L-9368,Folkendange
L-6301,Beaufort
L-6310,Beaufort
L-6311,Beaufort
L-6312,Beaufort
L-6313,Beaufort
L-6314,Beaufort
L-6315,Beaufort
L-6316,Beaufort
L-6350,Dillingen
L-6360,Grundhof
L-6225,Kobenbour
L-6225,Hersberg
L-6225,Altrier
L-6230,Bech
L-6231,Bech
L-6243,Hemstal
L-6246,Rippig
L-6251,Geyershof
L-6255,Zittig
L-7639,Blumenthal
L-6214,Kalkesbach (Berdorf)
L-6360,Grundhof (Berdorf)
L-6550,Berdorf
L-6551,Berdorf
L-6552,Berdorf
L-6553,Berdorf
L-6555,Bollendorf-Pont
L-6562,Berdorf
L-6590,Weilerbach
L-6201,Consdorf
L-6210,Consdorf
L-6211,Consdorf
L-6212,Consdorf
L-6213,Consdorf
L-6214,Consdorf
L-6214,Kalkesbach (Consdorf)
L-6215,Consdorf
L-6238,Breidweiler
L-6239,Colbette
L-6239,Marscherwald
L-6250,Consdorf
L-6250,Scheidgen
L-6251,Scheidgen
L-6252,Wolper
L-6401,Echternach
L-6402,Echternach
L-6408,Echternach
L-6409,Echternach
L-6410,Echternach
L-6411,Echternach
L-6412,Echternach
L-6413,Echternach
L-6414,Echternach
L-6415,Echternach
L-6416,Echternach
L-6417,Echternach
L-6418,Echternach
L-6419,Echternach
L-6420,Echternach
L-6421,Echternach
L-6422,Echternach
L-6423,Echternach
L-6430,Echternach
L-6431,Echternach
L-6432,Echternach
L-6433,Echternach
L-6434,Echternach
L-6435,Echternach
L-6436,Echternach
L-6437,Echternach
L-6438,Echternach
L-6439,Echternach
L-6440,Echternach
L-6441,Echternach
L-6442,Echternach
L-6443,Echternach
L-6445,Echternach
L-6446,Echternach
L-6447,Echternach
L-6448,Echternach
L-6449,Echternach
L-6450,Echternach
L-6451,Echternach
L-6452,Echternach
L-6453,Echternach
L-6454,Echternach
L-6455,Echternach
L-6460,Echternach
L-6461,Echternach
L-6462,Echternach
L-6463,Echternach
L-6464,Echternach
L-6465,Echternach
L-6466,Echternach
L-6467,Echternach
L-6468,Echternach
L-6469,Echternach
L-6470,Echternach
L-6471,Echternach
L-6472,Echternach
L-6473,Echternach
L-6474,Echternach
L-6475,Echternach
L-6476,Echternach
L-6477,Echternach
L-6478,Echternach
L-6479,Echternach
L-6480,Echternach
L-6481,Echternach
L-6482,Echternach
L-6483,Echternach
L-6484,Echternach
L-6485,Echternach
L-6486,Echternach
L-6487,Echternach
L-6488,Echternach
L-6490,Echternach
L-6491,Echternach
L-6492,Echternach
L-6493,Echternach
L-6494,Echternach
L-6495,Echternach
L-6496,Echternach
L-6497,Echternach
L-6499,Echternach
L-6562,Echternach
L-6572,Echternach
L-6231,Lilien
L-6660,Born
L-6661,Born
L-6663,Boursdorf
L-6665,Herborn
L-6666,Givenich
L-6690,Moersdorf
L-6691,Moersdorf
L-6692,Moersdorf
L-6695,Mompach
L-6557,Dickweiler
L-6558,Girsterklaus
L-6558,Rosport
L-6559,Girst
L-6560,Hinkel
L-6570,Osweiler
L-6571,Osweiler
L-6572,Osweiler
L-6579,Rosport
L-6580,Rosport
L-6581,Rosport
L-6582,Rosport
L-6583,Rosport
L-6585,Steinheim
L-6586,Steinheim
L-6587,Steinheim
L-6245,Mullerthal
L-6370,Haller
L-6380,Savelborn (Waldbillig)
L-7634,Haller
L-7634,Waldbillig
L-7640,Christnach
L-7641,Christnach
L-7649,Freckeisen
L-7680,Waldbillig
L-7681,Waldbillig
L-3201,Bettembourg
L-3208,Bettembourg
L-3209,Bettembourg
L-3210,Bettembourg
L-3211,Bettembourg
L-3212,Bettembourg
L-3213,Bettembourg
L-3214,Bettembourg
L-3215,Bettembourg
L-3216,Bettembourg
L-3217,Bettembourg
L-3218,Bettembourg
L-3219,Bettembourg
L-3220,Bettembourg
L-3221,Bettembourg
L-3222,Bettembourg
L-3223,Bettembourg
L-3224,Bettembourg
L-3225,Bettembourg
L-3229,Bettembourg
L-3230,Bettembourg
L-3231,Bettembourg
L-3232,Bettembourg
L-3233,Bettembourg
L-3234,Bettembourg
L-3235,Bettembourg
L-3236,Bettembourg
L-3237,Bettembourg
L-3238,Bettembourg
L-3239,Bettembourg
L-3240,Bettembourg
L-3241,Bettembourg
L-3242,Bettembourg
L-3243,Bettembourg
L-3249,Bettembourg
L-3250,Bettembourg
L-3251,Bettembourg
L-3252,Bettembourg
L-3253,Bettembourg
L-3254,Bettembourg
L-3255,Bettembourg
L-3256,Bettembourg
L-3257,Bettembourg
L-3258,Bettembourg
L-3259,Bettembourg
L-3260,Bettembourg
L-3261,Bettembourg
L-3265,Bettembourg
L-3266,Bettembourg
L-3267,Bettembourg
L-3269,Bettembourg
L-3270,Bettembourg
L-3271,Bettembourg
L-3272,Bettembourg
L-3273,Bettembourg
L-3274,Bettembourg
L-3275,Bettembourg
L-3276,Bettembourg
L-3277,Bettembourg
L-3278,Bettembourg
L-3279,Bettembourg
L-3280,Bettembourg
L-3281,Bettembourg
L-3282,Bettembourg
L-3283,Bettembourg
L-3284,Bettembourg
L-3285,Bettembourg
L-3286,Bettembourg
L-3287,Bettembourg
L-3288,Bettembourg
L-3290,Bettembourg
L-3311,Abweiler
L-3332,Fennange
L-3340,Fennange
L-3340,Huncherange
L-3341,Huncherange
L-3380,Noertzange
L-3382,Noertzange
L-3383,Noertzange
L-3384,Noertzange
L-3385,Noertzange
L-3386,Noertzange
L-4501,Differdange
L-4502,Differdange
L-4503,Differdange
L-4504,Oberkorn
L-4505,Niederkorn
L-4506,Niederkorn
L-4507,Differdange
L-4508,Differdange
L-4509,Niederkorn
L-4510,Oberkorn
L-4511,Differdange
L-4512,Niederkorn
L-4513,Niederkorn
L-4514,Differdange
L-4515,Differdange
L-4516,Differdange
L-4517,Oberkorn
L-4518,Differdange
L-4519,Differdange
L-4520,Niederkorn
L-4521,Differdange
L-4522,Oberkorn
L-4523,Oberkorn
L-4524,Differdange
L-4525,Niederkorn
L-4526,Niederkorn
L-4527,Oberkorn
L-4528,Differdange
L-4529,Differdange
L-4530,Differdange
L-4531,Differdange
L-4531,Oberkorn
L-4532,Differdange
L-4533,Niederkorn
L-4534,Differdange
L-4535,Differdange
L-4536,Differdange
L-4537,Differdange
L-4538,Oberkorn
L-4539,Oberkorn
L-4540,Differdange
L-4540,Oberkorn
L-4541,Differdange
L-4542,Differdange
L-4543,Differdange
L-4544,Differdange
L-4545,Differdange
L-4546,Differdange
L-4547,Differdange
L-4548,Differdange
L-4549,Differdange
L-4550,Oberkorn
L-4551,Niederkorn
L-4552,Niederkorn
L-4553,Niederkorn
L-4554,Oberkorn
L-4555,Niederkorn
L-4556,Differdange
L-4557,Niederkorn
L-4558,Oberkorn
L-4559,Differdange
L-4560,Differdange
L-4561,Oberkorn
L-4562,Niederkorn
L-4563,Niederkorn
L-4564,Differdange
L-4565,Niederkorn
L-4569,Oberkorn
L-4570,Niederkorn
L-4571,Oberkorn
L-4572,Niederkorn
L-4573,Differdange
L-4574,Differdange
L-4575,Differdange
L-4576,Niederkorn
L-4577,Differdange
L-4578,Niederkorn
L-4579,Oberkorn
L-4580,Differdange
L-4581,Differdange
L-4582,Differdange
L-4583,Differdange
L-4590,Oberkorn
L-4591,Differdange
L-4592,Oberkorn
L-4593,Differdange
L-4594,Differdange
L-4595,Differdange
L-4596,Differdange
L-4597,Differdange
L-4598,Niederkorn
L-4599,Differdange
L-4601,Niederkorn
L-4601,Differdange
L-4602,Niederkorn
L-4603,Differdange
L-4604,Differdange
L-4605,Differdange
L-4606,Oberkorn
L-4607,Differdange
L-4608,Differdange
L-4609,Niederkorn
L-4610,Niederkorn
L-4611,Niederkorn
L-4612,Niederkorn
L-4613,Differdange
L-4620,Differdange
L-4621,Differdange
L-4622,Oberkorn
L-4623,Differdange
L-4624,Oberkorn
L-4625,Differdange
L-4626,Oberkorn
L-4627,Differdange
L-4628,Differdange
L-4629,Differdange
L-4630,Differdange
L-4631,Oberkorn
L-4632,Differdange
L-4633,Differdange
L-4634,Differdange
L-4635,Differdange
L-4636,Differdange
L-4638,Differdange
L-4639,Differdange
L-4640,Oberkorn
L-4640,Differdange
L-4641,Oberkorn
L-4642,Differdange
L-4643,Niederkorn
L-4644,Niederkorn
L-4645,Niederkorn
L-4646,Niederkorn
L-4647,Differdange
L-4648,Differdange
L-4649,Oberkorn
L-4650,Niederkorn
L-4651,Differdange
L-4653,Differdange
L-4654,Differdange
L-4656,Niederkorn
L-4657,Differdange
L-4658,Oberkorn
L-4660,Differdange
L-4661,Niederkorn
L-4662,Differdange
L-4663,Differdange
L-4664,Niederkorn
L-4665,Oberkorn
L-4666,Niederkorn
L-4667,Oberkorn
L-4668,Differdange
L-4669,Differdange
L-4670,Differdange
L-4671,Oberkorn
L-4672,Oberkorn
L-4676,Niederkorn
L-4677,Differdange
L-4678,Niederkorn
L-4679,Oberkorn
L-4680,Niederkorn
L-4681,Niederkorn
L-4682,Differdange
L-4683,Differdange
L-4683,Niederkorn
L-4684,Differdange
L-4685,Oberkorn
L-4686,Niederkorn
L-4687,Differdange
L-4687,Oberkorn
L-4688,Differdange
L-4689,Differdange
L-4690,Differdange
L-4691,Differdange
L-4692,Differdange
L-4693,Differdange
L-4696,Lasauvage
L-4697,Lasauvage
L-4698,Lasauvage
L-3401,Dudelange
L-3402,Dudelange
L-3403,Dudelange
L-3409,Dudelange
L-3410,Dudelange
L-3411,Dudelange
L-3412,Dudelange
L-3413,Dudelange
L-3414,Dudelange
L-3415,Dudelange
L-3416,Dudelange
L-3417,Dudelange
L-3418,Dudelange
L-3419,Dudelange
L-3420,Dudelange
L-3421,Dudelange
L-3422,Dudelange
L-3423,Dudelange
L-3424,Dudelange
L-3425,Dudelange
L-3426,Dudelange
L-3427,Dudelange
L-3428,Dudelange
L-3429,Dudelange
L-3430,Dudelange
L-3431,Dudelange
L-3432,Dudelange
L-3433,Dudelange
L-3434,Dudelange
L-3435,Dudelange
L-3436,Dudelange
L-3439,Dudelange
L-3440,Dudelange
L-3441,Dudelange
L-3442,Dudelange
L-3443,Dudelange
L-3444,Dudelange
L-3445,Dudelange
L-3446,Dudelange
L-3447,Dudelange
L-3448,Dudelange
L-3449,Dudelange
L-3450,Dudelange
L-3451,Dudelange
L-3452,Dudelange
L-3453,Dudelange
L-3454,Dudelange
L-3460,Dudelange
L-3461,Dudelange
L-3462,Dudelange
L-3463,Dudelange
L-3464,Dudelange
L-3465,Dudelange
L-3466,Dudelange
L-3467,Dudelange
L-3468,Dudelange
L-3469,Dudelange
L-3470,Dudelange
L-3471,Dudelange
L-3472,Dudelange
L-3473,Dudelange
